2.551841718916200152e-01,-1.429905196351553553e-01,7.716906643895010687e-02,1.184995289898462811e-01,2.043297288770262732e-02,4.577364394263969127e-03
1.790856011687072535e-01,1.442146420532305628e-01,2.144236933072826701e-01,-2.252132134853015999e-01,-1.748806329420758143e-01,3.324091223483698343e-01
3.065757484604048067e-01,-2.053241272127925288e-01,-7.542118457608104620e-02,7.004847215081255740e-02,1.429610237423661612e-01,6.958983961694095166e-01
-2.218606772559853502e-01,1.508993672893473026e-01,-3.926948645434187868e-01,1.979750371470154757e-01,5.802167497009889235e-02,-4.276495642098258054e-01
9.659318894410143241e-02,-3.920140282570643842e-01,-1.606517999518095041e-01,-2.612291900604779213e-02,4.762478073049059707e-02,1.909684167392590726e-01
2.218591831438581352e-01,2.984973652331996408e-01,1.410082396511945675e-02,-6.426841950398415326e-02,5.505144549363677475e-02,2.354594217648181553e-01
4.261292042738168973e-01,-1.654060780414439435e-01,-2.074137839621595647e-01,-1.459771295847505923e-01,-9.715678237612822288e-02,2.018666307356971890e-01
4.569930051298351503e-02,1.248742106350637926e-01,-3.843459131622367630e-02,-4.291390315488369245e-02,-2.281575392008633740e-01,-4.095978888235009552e-01
-1.738110428765762272e-01,3.796825621363090764e-01,1.888988384571801266e-02,-1.758726042332262596e-01,4.263487226540381148e-01,-7.775046187878580095e-02
-1.651371504456571049e-02,-1.586653142582247766e-01,1.179168067053329577e-01,2.235256687713369494e-01,-1.246542394964793160e-01,1.822386989584338368e-01
-1.054250728836464840e-01,-3.873146764841665646e-01,-2.418217922137667342e-01,-1.966803559502648957e-01,-1.026473883206365373e-01,1.812520643986725855e-01
-2.472338897770838817e-01,-5.603562740407421749e-01,-1.686462184071805537e-01,1.624746002841956916e-01,-6.470967810356052785e-02,1.626201167065232378e-01
1.819272898860616605e-01,1.986992792599587276e-01,-3.061231213835067799e-01,-1.289919714015521079e-01,1.589821727379421568e-01,-2.404295653601665472e-01
-2.754266983978560512e-01,-1.781174290836708141e-01,-6.360413185728357455e-01,1.389508888308774448e-01,4.598007808994825779e-02,1.401287133718200906e-01
-2.055492902222657171e-03,-1.090782634491780645e-01,-9.011430220083653519e-03,-2.433661801504884148e-01,2.687216798975108900e-02,2.347428559104587642e-01
-1.039168992548058917e-01,6.246647980020302027e-02,-6.302014956202245388e-02,-4.460392209855916779e-01,-1.387786561258118057e-01,-1.309887603615036422e-01
1.020234230119419216e-01,-1.099147322367043378e-01,-1.308966024109194937e-01,-3.846610176141945225e-01,-2.742652710972029451e-01,5.560268463859832644e-02
-7.936061758601471727e-02,8.916332938584778378e-02,-2.727030846927943827e-02,-2.443771763524540119e-01,-4.487196155752647408e-01,-1.396164212847279817e-01
2.400093505057776799e-01,-7.272725898698015334e-02,1.984732027052577008e-01,-1.942066070698987013e-01,-3.381503329372369249e-02,-2.703036935265574203e-01
4.515085559730136477e-02,-1.038980489292065656e-01,-3.545137635232147033e-02,-3.572082925825693922e-02,-1.618278796038528922e-01,-5.623636157801331636e-01
-4.968628729998458143e-02,-1.046152751221996885e-01,-4.960928011465146753e-02,1.399537250455163556e-02,1.012784534964937533e-01,6.327408586019964143e-02
-1.955219160545989820e-01,-3.294259502007035323e-02,-4.037155567810382650e-01,6.211199935024346030e-02,-1.450726944328368517e-01,-4.843943926710417291e-02
